Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Arcade Fire,Ready to Start,58.0,0.282,0.932,9.0,-4.701,1,0.0387,0.12,0.0335,0.0692,0.536,190.08,255893.0,4,10
Bad Nerves,Dreaming,32.0,0.449,0.958,6.0,-6.602,0,0.123,5.33e-06,0.000116,0.148,0.389,107.458,129373.0,4,6
3 Doors Down,Your Arms Feel Like home,37.0,0.548,0.709,9.0,-6.557,0,0.0273,0.00678,3.82e-06,0.104,0.191,119.998,224213.0,4,10
ARXX,Deep,33.0,0.65,0.6,9.0,-10.615,0,0.04,0.0278,0.00121,0.811,0.795,110.016,180203.0,4,10
Crown Lands,Howlin' Back Again,39.0,0.494,0.969,6.0,-2.694,1,0.222,0.172,0.00158,0.148,0.165,121.214,169808.0,4,10
The Undercover Dream Lovers,Get to You,42.0,0.761,0.707,5.0,-6.208,0,0.0356,0.68,0.421,0.0969,0.893,113.976,208421.0,4,6
A Scent Like Wolves,Telephone,39.0,0.553,0.939,3.0,-4.04,0,0.0795,0.000833,0.000181,0.404,0.369,124.984,198840.0,4,8
Idan Rafael Haviv,◊©◊ú◊û◊ô◊ù,55.0,0.417,0.355,,-12.372,1,0.0599,0.847,4.18e-05,0.113,0.0914,86.078,221025.0,4,9
Otis Junior,When It's Sweet,30.0,0.824,0.489,9.0,-5.669,0,0.0692,0.302,,0.0887,0.771,86.815,160250.0,4,1
Madhav Gopi Nair,Mukti,17.0,0.349,0.336,4.0,-11.111,1,0.0292,0.723,0.913,0.154,0.062,112.966,111765.0,5,6
The Sequence,Funk You Up - 12'' Version,24.0,0.921,0.768,,-5.735,1,0.311,0.507,0.000738,0.053,0.775,103.713,652320.0,4,5
Advaita,Ghir Ghir,33.0,0.601,0.728,4.0,-10.469,1,0.0436,0.378,0.726,0.368,0.862,137.99,5.09355,3,0
John Campbell,Devil in My Closet,30.0,0.353,0.495,8.0,-11.503,1,0.0344,0.000119,0.0119,0.13,0.567,81.018,360600.0,4,2
Dan + Shay,Glad You Exist,79.0,0.748,0.551,11.0,-6.12,1,0.0349,0.235,,0.119,0.66,103.953,2.408883333,4,4
Gymshorts,Gotta Get Away,23.0,0.15,0.843,9.0,-8.369,1,0.0439,0.000127,0.502,0.665,0.729,180.034,145932.0,4,1
Liz Phair,Fuck and Run,47.0,0.774,0.64,2.0,-7.949,1,0.0333,0.743,0.0316,0.088,0.947,136.226,187933.0,4,1
Stephen Taranto,Pixel Heart: Verdant,28.0,0.373,0.964,11.0,-7.925,0,0.0798,0.000152,0.791,0.109,0.207,83.958,312363.0,4,8
Deep Purple,Gettin' Tighter,43.0,0.42,0.831,7.0,-9.069,1,0.0754,0.00028,0.0711,0.153,0.752,120.867,218173.0,4,10
Loyle Carner,Yesterday,60.0,0.428,0.98,11.0,-2.975,0,0.443,0.0734,,0.127,0.423,92.035,168654.0,4,5
Nickelback,Rockstar,70.0,0.616,0.91,,-3.004,1,0.0386,0.0459,,0.343,0.693,144.072,252040.0,4,10
Post Malone,Motley Crew,90.0,0.797,0.631,3.0,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,3.07021667,4,9
Yehudit Ravitz,◊®◊ó◊ë◊™ ◊î◊®◊ô◊ß◊ï◊ì◊ô◊ù,20.0,0.418,0.761,9.0,-8.285,1,0.0557,0.295,1.37e-06,0.36,0.467,152.472,298693.0,4,10
Olivia Rodrigo,good 4 u,99.0,0.563,0.664,9.0,-5.044,1,0.154,0.335,,0.0849,0.688,166.928,2.96911667,4,9
Rema,Bounce,59.0,0.463,0.847,11.0,-6.776,0,0.0511,0.0307,,0.117,0.625,114.962,187783.0,4,9
Charlie Puth,Cheating on You,75.0,0.749,0.535,4.0,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,196607.0,4,9
Ravid Plotnik,◊†◊¢◊†◊¢,46.0,0.709,0.337,7.0,-13.14,1,0.106,0.447,0.000162,0.846,0.387,68.0,320333.0,4,5
Ulver,Little Boy,33.0,0.283,0.41,4.0,-14.35,1,0.0423,0.00106,0.287,0.109,0.0612,91.127,323430.0,4,10
Alien Ant Farm,Smooth Criminal,75.0,0.653,0.964,9.0,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,209267.0,4,9
Live,Selling The Drama,57.0,0.45,0.914,6.0,-6.741,1,0.0647,0.0106,8.18e-05,0.101,0.336,124.42,208293.0,4,10
Something Corporate,Punk Rock Princess,51.0,0.522,0.881,7.0,-5.231,1,0.0847,0.00303,0.000147,0.0939,0.369,130.084,232200.0,4,10
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've)?,64.0,0.266,0.831,4.0,-9.07,1,0.0453,0.000862,,0.0555,0.778,175.514,163693.0,4,10
Enamour,Dragonfly,32.0,0.754,0.795,7.0,-9.793,0,0.0384,0.0186,0.906,0.0852,0.21,122.007,259606.0,4,9
mehro,chance with you,52.0,0.562,0.494,4.0,-8.13,0,0.0278,0.864,0.0259,0.153,0.383,144.104,215516.0,4,9
Christian L√∂ffler,Pastoral,55.0,0.163,0.191,10.0,-20.924,1,0.0365,0.937,0.959,0.0961,0.0335,105.104,220630.0,3,1
Mark Ronson,Uptown Funk (feat. Bruno Mars) - Radio Edit,48.0,0.823,0.66,,-4.698,1,0.103,0.00681,2.7e-05,0.269,0.956,114.489,228493.0,4,9
Rosie Flores,Simple Case of the Blues,38.0,0.65,0.63,11.0,-6.787,0,0.04,0.278,8.55e-05,0.119,0.74,107.69,218747.0,4,2
Ayron Jones,Take Me Away,57.0,0.475,0.844,1.0,-4.448,0,0.0622,0.00012,0.111,0.221,0.554,156.136,246933.0,4,10
Dream Drop,Reckless Demon Youth,35.0,0.375,0.927,6.0,-5.385,0,0.123,0.000111,8.99e-06,0.193,0.414,183.998,183040.0,4,8
Langston Hughes,I Have Known Rivers,10.0,0.713,0.146,3.0,-14.163,1,0.54,0.784,,0.212,0.474,89.267,66490.0,5,5
Abby Wolfe,Take It Slow,40.0,0.676,0.537,10.0,-7.974,1,0.0333,0.51,,0.0898,0.388,88.001,181569.0,4,9
Eagles,Life in the Fast Lane - 2013 Remaster,72.0,0.667,0.755,9.0,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,4.77033333,4,10
Die Apokalyptischen Reiter,Tiki,34.0,0.408,0.943,,-5.247,1,0.129,0.0058,0.642,0.343,0.16,98.089,152252.0,4,8
Icon of Sin,Virtual Empire,33.0,0.494,0.958,4.0,-7.765,0,0.0511,0.0361,0.000226,0.387,0.313,145.055,352943.0,4,8
Spirit Adrift,Supernaut,32.0,0.425,0.925,7.0,-6.246,1,0.105,2.22e-05,0.0723,0.0973,0.313,118.066,282978.0,4,8
Shlomo Artzi,◊ú◊î◊¶◊ô◊ú ◊ê◊ï◊™◊ö,29.0,0.605,0.772,1.0,-6.679,0,0.0262,0.298,1.96e-05,0.131,0.836,129.99,280360.0,4,10
Eric B. & Rakim,Microphone Fiend,48.0,0.586,0.795,11.0,-8.71,1,0.258,0.354,,0.187,0.694,94.101,314600.0,4,5
"Kayla Nicole, Taylor Girlz",Bundles (feat. Taylor Girlz),78.0,0.939,0.682,11.0,-5.931,1,0.306,0.00152,,0.0552,0.584,130.022,2.5801,4,9
The Rapture,How Deep Is Your Love?,52.0,0.472,0.826,9.0,-3.938,0,0.0594,0.000617,0.000713,0.187,0.132,122.326,385920.0,4,10
A Day To Remember,All I Want,64.0,0.349,0.981,2.0,-3.228,0,0.141,2.58e-05,,0.343,0.207,160.042,202640.0,4,10
Morgan Evans,Love Is Real,58.0,0.645,0.732,3.0,-5.089,1,0.0453,0.00853,2.62e-05,0.198,0.708,95.02,2.716216667,4,4
Habalyanim,◊©◊ï◊ë◊ô◊†◊ô◊°◊ò,15.0,0.522,0.769,10.0,-5.841,0,0.191,0.104,0.000114,0.0643,0.793,189.803,240307.0,4,10
Wilco,Random Name Generator,39.0,0.621,0.962,2.0,-6.469,1,0.0454,0.282,0.126,0.132,0.653,143.99,229489.0,4,6
DOECHII,Yucky Blucky Fruitcake,71.0,0.597,0.617,8.0,-7.482,0,0.282,0.463,,0.66,0.889,97.923,4.592,4,9
Gabi Shoshan,◊ô◊ú◊ì◊î ◊ß◊ò◊†◊î,27.0,0.688,0.544,7.0,-11.393,0,0.037,0.576,0.000231,0.0894,0.633,135.231,240693.0,4,10
Brothers Osborne,I Don't Remember Me (Before You),61.0,0.614,0.614,4.0,-7.497,0,0.0314,0.104,3.59e-05,0.104,0.598,146.03,3.211333333,4,4
Zero 9:36,Come Thru,51.0,0.613,0.86,4.0,-4.065,1,0.0425,0.0247,,0.438,0.638,93.042,177227.0,4,10
Róisín O,Lose You to Love Me,47.0,0.349,0.0929,6.0,-15.315,1,0.0529,0.944,,0.0864,0.293,176.177,3.96591667,3,0
DIIV,Skin Game,43.0,0.484,0.754,6.0,-6.326,0,0.0383,0.00011,0.806,0.123,0.399,124.971,265467.0,4,10
The Swellers,The Best I Ever Had,49.0,0.359,0.983,2.0,-3.69,0,0.0864,9.09e-05,3.54e-05,0.335,0.486,193.042,239560.0,4,10
Stalos & Oren Chen,◊ñ◊î ◊ú◊ê ◊¢◊ï◊©◊î ◊ú◊ô ◊õ◊ú◊ï◊ù,25.0,0.681,0.929,8.0,-4.071,1,0.0324,0.214,,0.0375,0.793,109.982,229933.0,4,9
Emery,Walls,46.0,0.274,0.915,1.0,-5.259,0,0.167,0.0139,7.37e-05,0.161,0.419,169.161,203707.0,4,10
Lionel Richie,Stuck On You - Live,22.0,0.439,0.682,4.0,-9.044,1,0.042,0.113,1.1e-05,0.973,0.345,142.113,4.33955,4,9
Oren Barzilay,◊®◊ß ◊ê◊ï◊™◊ö,17.0,0.636,0.616,7.0,-9.267,1,0.0589,0.0521,5.14e-05,0.192,0.48,82.99,207030.0,4,10
Foo Fighters,All My Life,73.0,0.577,0.604,5.0,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719,263440.0,4,10
Gucci Mane,Jumped Out the Whip (feat. A$AP Rocky),43.0,0.811,0.46,2.0,-5.924,1,0.351,0.0694,,0.13,0.4,141.937,216373.0,4,5
"Luiz Bonfá, Panos Megarchiotis",Passeio No Rio - Arranged by Carlos Barbosa-Lima,40.0,0.571,0.158,2.0,-16.835,1,0.0779,0.964,0.919,0.108,0.308,114.315,3.068233333,4,7
Concha Piquer,Ojos verdes,35.0,0.658,0.12,,-9.397,0,0.136,0.983,,0.101,0.278,104.208,198213.0,3,9
Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",53.0,0.282,0.648,9.0,-7.604,0,0.0291,0.012,0.401,0.216,0.117,91.536,331427.0,4,1
The New Respects,Trouble,43.0,0.516,0.7,2.0,-5.621,1,0.0631,0.0182,,0.689,0.343,147.914,203187.0,4,10
Hadag Nahash,◊®◊°◊ô◊°◊ô◊ù ◊¢◊ú ◊î◊ó◊ï◊£,27.0,0.631,0.547,4.0,-8.488,0,0.119,0.35,2.7e-05,0.113,0.719,164.988,204030.0,4,9
Julia Jacklin,Pressure To Party,48.0,0.471,0.811,4.0,-3.956,1,0.0389,0.000125,4.08e-05,0.117,0.37,141.967,182307.0,4,6
Little G Weevil,Apple Picker (Acoustic),37.0,0.692,0.102,,-11.721,1,0.061,0.818,0.00328,0.337,0.475,114.136,336863.0,4,2
Lazy Queen,Self-care 101,17.0,0.415,0.774,1.0,-6.445,1,0.041,0.00403,,0.205,0.466,87.415,320522.0,4,10
No Somos Marineros,Los Bajos Fondos,33.0,0.483,0.603,4.0,-9.907,1,0.0386,0.348,0.878,0.0911,0.0907,179.392,173107.0,3,10
Ghost Town Blues Band,Tip of My Hat (Live),33.0,0.799,0.73,,-6.648,1,0.0414,0.29,9.74e-05,0.975,0.898,120.336,268650.0,4,2
"Keethan, Pavitra Krishnan, Shravan Sridhar",Seher,34.0,0.315,0.565,11.0,-8.667,1,0.0369,0.65,0.671,0.107,0.0617,99.49,3.48,4,0
Amaranthe,Archangel,60.0,0.407,0.967,,-7.104,1,0.0666,0.000316,0.00142,0.089,0.227,180.027,203373.0,4,8
Acollective,Happiest of All Memorial Days,37.0,0.412,0.51,6.0,-8.276,0,0.0298,0.348,0.57,0.0787,0.23,147.904,281093.0,4,6
No Memories of Tomorrow,Graeme James,8.0,0.579,0.304,2.0,-14.271,0,0.0301,0.751,0.0612,0.129,0.479,129.867,4.34655,4,0
The All-American Rejects,"Swing, Swing",68.0,0.553,0.717,7.0,-5.857,1,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,233267.0,4,9
Nattali Rize,Indestructible,41.0,0.845,0.681,6.0,-4.693,0,0.111,0.265,,0.0519,0.654,86.001,183694.0,4,10
Apoorva Krishna,Tinky Winky,13.0,0.293,0.877,7.0,-4.172,1,0.0486,0.0849,0.392,0.0787,0.87,171.47,317784.0,4,6
Ronnie Robinson Trio,Pent-Up House,38.0,0.674,0.335,7.0,-13.903,1,0.0444,0.885,0.914,0.101,0.662,168.741,2.303233333,3,7
Peled,◊ê◊ú◊§◊ô◊ù,41.0,0.706,0.679,7.0,-5.392,0,0.0803,0.543,,0.371,0.5,113.038,195699.0,4,5
Tay Money,Asthma Pump (with Flo Milli),65.0,0.908,0.663,1.0,-4.032,1,0.359,0.0163,,0.287,0.399,119.983,178973.0,4,5
Allegaeon,Concerto in Dm,35.0,0.556,0.969,2.0,-3.778,1,0.0402,0.000119,0.829,0.378,0.325,103.994,441035.0,4,8
Quami,Squeeze Me,17.0,0.694,0.907,9.0,-3.854,1,0.0458,0.0765,6.2e-05,0.13,0.573,114.98,290600.0,4,5
Oasis,Whatever,56.0,0.247,0.913,7.0,-2.437,1,0.0388,0.0418,0.00839,0.257,0.34,91.157,382267.0,4,6
Ghost Iris,Coda,43.0,0.489,0.994,1.0,-2.236,0,0.113,2.05e-05,0.00683,0.333,0.218,90.015,243000.0,4,8
Slowdive,Alison,60.0,0.276,0.449,4.0,-11.428,1,0.0375,0.00782,0.783,0.108,0.278,101.687,230987.0,4,6
Billie Eilish,I Didn't Change My Number,77.0,0.849,0.48,9.0,-5.835,1,0.226,0.612,0.269,0.295,0.677,142.021,2.64105,4,9
Garbage,Wolves - Edit,18.0,0.484,0.956,5.0,-6.388,0,0.0357,2.59e-05,0.705,0.257,0.643,145.004,219541.0,4,10
Britney Spears,Liar,40.0,0.59,0.776,6.0,-5.272,0,0.0705,0.00705,1.69e-05,0.414,0.81,159.946,3.276883333,4,9
Ruff Sqwad,Functions On the Low,37.0,0.737,0.649,8.0,-7.709,0,0.142,0.816,0.147,0.201,0.579,139.961,282067.0,4,5
Shlomo Artzi,◊©◊ô◊†◊ï◊ô◊ô ◊û◊ñ◊í ◊î◊ê◊ï◊ï◊ô◊®,32.0,0.543,0.606,6.0,-10.46,0,0.0361,0.312,,0.374,0.833,86.537,340680.0,4,10
Manal,Casa Con Diez Pinos,34.0,0.528,0.563,2.0,-6.975,1,0.041,0.706,0.0155,0.149,0.652,168.403,254467.0,3,2
The Black Keys,Little Black Submarines,67.0,0.365,0.466,2.0,-7.514,1,0.0418,0.161,6.68e-06,0.106,0.487,95.163,251267.0,4,10
Noah Cyrus,July,83.0,0.708,0.186,9.0,-8.953,0,0.042,0.868,,0.0779,0.322,72.541,156106.0,4,9
Tomberlin,Wasted,55.0,0.765,0.563,4.0,-9.765,1,0.0397,0.422,0.122,0.142,0.703,93.073,149423.0,4,6
The Yardbirds,Over Under Sideways Down - The Mono Album,46.0,0.529,0.861,11.0,-10.581,1,0.0784,0.292,0.225,0.314,0.387,96.52,142507.0,4,6
Wolfmother,Woman,60.0,0.191,0.948,9.0,-3.496,0,0.217,2.78e-05,0.0864,0.0945,0.215,150.753,175667.0,4,10
Led Zeppelin,No Quarter - Remaster,56.0,0.339,0.34,11.0,-14.377,1,0.0385,0.657,0.459,0.375,0.117,142.362,419133.0,4,10
Hollow Front,Falling Apart,48.0,0.534,0.979,9.0,-3.645,0,0.0987,0.00292,,0.256,0.236,119.993,244000.0,4,10
San Holo,"you‚Äôve changed, i‚Äôve changed",,0.416,0.623,5.0,-7.898,1,0.045,0.121,0.00225,0.27,0.194,130.175,311625.0,4,6
The Beatles,I Want To Hold Your Hand - Remastered 2015,72.0,0.49,0.715,7.0,-5.549,1,0.0476,0.386,,0.311,0.866,130.726,145747.0,4,10
Beloved,Only Our Faces Hide,30.0,0.361,0.954,2.0,-4.097,1,0.0575,2e-05,0.223,0.309,0.176,172.944,232853.0,4,10
The Cult,She Sells Sanctuary,69.0,0.55,0.765,7.0,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252533.0,4,10
Carach Angren,Franckensteina Strataemontanus,39.0,0.57,0.916,8.0,-6.899,1,0.043,0.00439,0.138,0.135,0.359,100.041,183008.0,4,8
Damien,To The Moon,49.0,0.375,0.0412,,-21.749,1,0.0444,0.995,0.96,0.107,0.127,100.74,171000.0,4,5
Fleshkiller,Parallel Kingdom,20.0,0.45,0.977,1.0,-4.172,1,0.122,4.26e-06,0.532,0.414,0.256,130.009,266222.0,3,8
Robert Counts,What Do I Know (feat. HARDY),52.0,0.533,0.589,,-6.14,1,0.0299,0.0405,,0.111,0.351,140.049,208418.0,4,10
Edgar Winter's White Trash,Keep Playin' That Rock 'n' Roll,16.0,0.695,0.864,9.0,-9.509,1,0.0344,0.0935,,0.222,0.962,129.613,224707.0,4,2
Drake,What‚Äôs Next,87.0,0.781,0.594,,-6.959,0,0.0485,0.0136,,0.162,0.0628,129.895,178154.0,4,5
Julia Kent,Carapace,31.0,0.479,0.325,4.0,-14.01,0,0.0333,0.161,0.752,0.104,0.222,132.046,211216.0,4,1
Michael Chapman,The Man Who Hated Mornings,33.0,0.551,0.58,,-8.581,1,0.0363,0.493,0.0559,0.213,0.473,63.321,247224.0,4,2
"Arthur ""Big Boy"" Crudup",My Mama Don't Allow Me,30.0,0.621,0.118,2.0,-14.222,1,0.0393,0.993,0.000878,0.12,0.474,93.082,190041.0,4,2
Big Brother & The Holding Company,Piece of My Heart,69.0,0.443,0.727,4.0,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,253333.0,4,10
Timothy Kay Band,I'll Know,51.0,0.445,0.159,,-14.159,1,0.0419,0.924,0.865,0.113,0.155,68.868,5.01885,4,7
Cody Johnson,Sad Songs and Waltzes (with Willie Nelson),54.0,0.546,0.351,11.0,-8.279,1,0.0271,0.701,3.14e-06,0.0997,0.283,105.79,211867.0,3,1
Britney Spears,Just Like Me,,0.753,0.591,9.0,-7.091,0,0.045,0.0741,1.87e-05,0.108,0.563,101.941,2.742216667,4,9
The Weeknd,Save Your Tears,93.0,0.68,0.826,,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627.0,4,9
SOJA,Something To Believe In,35.0,0.812,0.645,,-5.044,1,0.0377,0.499,,0.0793,0.724,139.974,209824.0,4,10
Best Friends Club,Evil Containment Wave (Part II),20.0,0.814,0.569,9.0,-13.422,0,0.0796,0.554,0.821,0.132,0.514,120.005,250000.0,4,9
Van Halen,Hot For Teacher,69.0,0.552,0.947,2.0,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747.0,4,10
Johnny Adams,It Ain't The Same Thing,12.0,0.916,0.537,9.0,-9.303,0,0.0358,0.241,0.000685,0.0549,0.908,106.951,252907.0,4,2
Olivia Lunny,Sad To See You Happy,56.0,0.643,0.648,8.0,-5.734,1,0.0428,0.0139,,0.162,0.552,139.997,174921.0,4,9
Rand Aldo,Desert Parade,42.0,0.211,0.109,,-18.827,1,0.0371,0.882,0.937,0.0965,0.144,106.225,3.14015,4,7
Merle Haggard,It's Not Love (But It's Not Bad),35.0,0.659,0.281,7.0,-13.564,1,0.0268,0.189,,0.112,0.518,108.287,3.35645,4,4
"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),82.0,0.571,0.767,2.0,-5.16,1,0.287,0.336,,0.0809,0.605,93.421,2.69473333,4,9
MOSSS,Here If You Want (Pale Blue),54.0,0.761,0.6,7.0,-7.348,1,0.0765,0.269,0.864,0.108,0.557,96.015,199036.0,4,6
The Sounds,Painted By Numbers,47.0,0.475,0.807,3.0,-3.959,0,0.0332,0.0136,6.74e-05,0.109,0.731,145.179,200000.0,4,10
The Lumineers,Ho Hey,75.0,0.682,0.471,,-9.182,1,0.0301,0.765,,0.0908,0.421,79.907,163133.0,4,9
Charlotte Day Wilson,Take Care of You (feat. Syd),63.0,0.683,0.486,4.0,-9.726,0,0.11,0.822,0.0227,0.276,0.279,126.985,213071.0,4,6
Lower Than Atlantis,Had Enough,45.0,0.561,0.823,2.0,-4.851,1,0.097,0.0029,0.00017,0.492,0.525,93.504,200760.0,4,1
Jeris Johnson,One Night,54.0,0.625,0.778,1.0,-7.207,1,0.0642,0.00921,,0.103,0.961,160.039,163492.0,4,1
Andi,Over,65.0,0.522,0.531,10.0,-6.459,0,0.215,0.093,,0.43,0.149,94.225,153244.0,4,9
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",80.0,0.601,0.532,10.0,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4.69355,4,10
The Ben Webster Quintet,Makin' Whoopee,40.0,0.529,0.0582,8.0,-19.131,1,0.0617,0.883,0.125,0.116,0.357,93.486,4.53155,4,7
The Allergies,Get Yourself Some,30.0,0.731,0.647,5.0,-7.937,0,0.0355,0.00487,,0.34,0.879,108.017,180707.0,4,2
Kings of Leon,Echoing,58.0,0.293,0.778,,-5.581,1,0.034,0.0147,0.227,0.102,0.24,147.882,217347.0,4,10
Shubha Mudgal,Awakning Main Sutti,1.0,0.276,0.659,6.0,-6.642,0,0.0352,0.00219,4.4e-05,0.146,0.309,81.611,6.236083333,4,0
Galleons,Playing With Fire is Such a Clich√©,42.0,0.471,0.925,7.0,-4.633,1,0.0598,0.000254,2.65e-05,0.356,0.0768,100.012,303000.0,4,8
Zara Larsson,Morning,34.0,0.619,0.631,11.0,-6.018,1,0.104,0.131,1.18e-06,0.246,0.772,106.309,175305.0,4,9
A. K. Paul,Be Honest,38.0,0.806,0.197,,-12.945,1,0.207,0.252,2.35e-06,0.0835,0.337,124.005,237027.0,4,6
Marilyn Manson,Third Day Of A Seven Day Binge,49.0,0.607,0.938,,-3.072,1,0.0487,0.00228,0.000709,0.149,0.65,110.014,266702.0,4,8
Hadag Nahash,◊°◊¢!,40.0,0.83,0.819,1.0,-4.78,0,0.0686,0.00741,5.45e-06,0.134,0.846,113.002,228117.0,4,5
Tori Harper,After Dark,46.0,0.647,0.512,11.0,-8.479,1,0.0381,0.856,,0.134,0.0716,111.957,4.13833333,4,0
Saint Sister,Causing Trouble - Kormac Remix,50.0,0.306,0.54,5.0,-7.196,1,0.0414,0.625,0.00454,0.152,0.147,75.382,227707.0,4,1
ISLAND,Do You Remember The Times,28.0,0.572,0.949,9.0,-3.498,1,0.0362,0.14,7.44e-05,0.0705,0.607,138.013,224840.0,4,1
Don Henley,Sunset Grill,48.0,0.557,0.577,8.0,-12.175,1,0.027,0.0796,2.31e-05,0.0604,0.445,91.877,379000.0,4,10
"Mukesh, Lata Mangeshkar",Aa Ab Laut Chalen,23.0,0.293,0.567,9.0,-7.705,0,0.0394,0.872,0.00212,0.44,0.669,146.359,4.381783333,4,3
Ron Gallo,Kill the Medicine Man,32.0,0.41,0.823,9.0,-6.237,1,0.0655,0.0554,0.000215,0.154,0.284,90.471,153717.0,4,1
Thieves Like Us,Drugs in My Body,45.0,0.689,0.657,2.0,-10.419,0,0.0449,0.00843,0.459,0.15,0.802,116.872,216600.0,4,6
Dermot Kennedy,Shelter,,0.368,0.274,1.0,-14.878,1,0.0413,0.956,0.0112,0.0658,0.0459,84.549,4.5,4,0
"Car, the garden",A Kid From Bathroom,23.0,0.616,0.754,5.0,-3.887,0,0.0404,0.324,0.00049,0.0897,0.484,113.959,163875.0,4,10
Sense Field,Dreams,23.0,0.505,0.659,3.0,-12.146,1,0.0256,0.0321,0.00986,0.116,0.461,101.53,262600.0,1,10
Television,Venus,47.0,0.55,0.631,,-11.493,1,0.0385,0.000898,0.18,0.0503,0.908,114.553,229027.0,4,1
"Earth, Wind & Fire",September,80.0,0.697,0.832,9.0,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,215093.0,4,10
The Foxies,Screws,38.0,0.576,0.829,,-4.323,0,0.0593,0.00265,0.00515,0.304,0.652,167.99,165323.0,4,10
AJ Tracey,Kukoƒç (feat. NAV),68.0,0.741,0.851,9.0,-6.03,0,0.0672,0.207,,0.296,0.84,141.987,195000.0,4,5
Type O Negative,Cinnamon Girl,45.0,0.484,0.913,1.0,-5.942,1,0.045,0.13,0.78,0.0992,0.465,99.052,248333.0,4,8
Avril Lavigne,Head Above Water,69.0,0.578,0.694,5.0,-5.351,1,0.0706,0.0112,,0.102,0.268,129.921,220850.0,4,9
Tempa T,Next Hype - Instrumental,19.0,0.869,0.761,8.0,-6.449,1,0.105,0.0016,0.829,0.0736,0.281,139.973,239640.0,4,5
Viscera,Lamb to the Slaughter,33.0,0.423,0.958,7.0,-5.251,0,0.188,2.46e-05,0.127,0.388,0.174,119.967,230500.0,4,8
Skating Polly,Hollywood Factory,30.0,0.605,0.722,11.0,-5.852,1,0.0517,0.47,0.000461,0.104,0.961,124.711,175053.0,4,1
"Samuel Lindon, Ensemble Cordes De La Mer",La Tour - Orchestral Version,44.0,0.179,0.059,2.0,-18.992,0,0.0387,0.985,0.951,0.101,0.0845,74.702,2.320266667,4,7
